127.0.0.1 - - [29/May/2015:08:16:20 +0200] "GET /Esite/images/pic10.jpg HTTP/1.1" 200 13375
127.0.0.1 - - [29/May/2015:08:16:20 +0200] "GET /Esite/images/pic13.jpg HTTP/1.1" 200 19152
127.0.0.1 - - [29/May/2015:08:16:20 +0200] "GET /Esite/images/pic11.jpg HTTP/1.1" 200 16098
127.0.0.1 - - [29/May/2015:08:16:20 +0200] "GET /Esite/images/pic12.jpg HTTP/1.1" 200 19610
127.0.0.1 - - [29/May/2015:08:16:20 +0200] "GET /Esite/images/tag_arrow.png HTTP/1.1" 200 2858
127.0.0.1 - - [29/May/2015:08:16:23 +0200] "GET /Esite/checkout.jsp HTTP/1.1" 200 10320
127.0.0.1 - - [29/May/2015:08:16:23 +0200] "GET /Esite/js/jquery.wmuSlider.js HTTP/1.1" 404 1018
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/checkout.jsp HTTP/1.1" 200 10320
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/css/component.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/js/jquery.easydropdown.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/js/jquery.magnific-popup.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/css/magnific-popup.css HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/js/jquery.wmuSlider.js HTTP/1.1" 404 1018
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/logo.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/close.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/icon7.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/i1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/i2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:19 +0200] "GET /Esite/images/i3.jpg HTTP/1.1" 304 -
